1.462873176133543292e-02 1.329618523189838621e-02 7.248764481362749996e-04 7.920908998503624777e-04
1.520935242226427973e-02 1.104469212364974154e-02 6.195033320946966666e-04 8.237028401553358678e-04
1.581362933736494072e-02 1.024383625450622261e-02 5.764706161748126044e-04 8.565981261775725952e-04
1.644250239383663811e-02 8.898985421306869481e-03 5.176451580862733012e-04 8.908281851344433417e-04
1.709694971801060948e-02 9.052532451272906483e-03 4.940950633021124177e-04 9.264465539130929510e-04
1.777798922427756279e-02 7.197984551079123459e-03 4.236400928445794938e-04 9.635089674190331927e-04
1.848668017958067164e-02 7.173412739476399923e-03 4.110021712405653401e-04 1.002073449324219784e-03
1.922412487538448927e-02 5.301356251842982356e-03 3.491630654179754436e-04 1.042200408424770854e-03
1.999147030672219702e-02 4.065773305683589509e-03 2.941981093536735412e-04 1.083952737375428951e-03
2.078990998792395323e-02 3.573670555196558577e-03 2.782326089599057237e-04 1.127395918299326557e-03
2.114053430702917541e-02 4.170166117850761592e-03 3.551556309772727201e-04 1.157643468310105839e-03
2.197231750638892200e-02 3.176850595401187714e-03 2.301503750158723975e-04 1.203633039234787688e-03
2.283827590508828720e-02 2.527828415764524998e-03 1.724608426699633342e-04 1.251501594296785093e-03
2.373975639484555283e-02 2.041999883360415702e-03 1.324720785903878205e-04 1.301324406359373204e-03
2.467816111822769207e-02 1.821428320700260338e-03 1.074019462088062371e-04 1.353179895629241271e-03
2.565494964827711930e-02 1.815601770955567636e-03 9.940491736288789570e-05 1.407149764560881302e-03
2.667164125823202545e-02 1.492996638451883932e-03 8.028838842292463046e-05 1.463319139573982181e-03
2.772981728713192623e-02 1.224195816213975501e-03 6.509272367671963000e-05 1.521776720083591354e-03
2.883112359729867943e-02 1.087773301718885548e-03 5.555621470721915474e-05 1.582614935050258992e-03
2.997727313366009214e-02 9.493992183937246220e-04 4.767049712783266962e-05 1.645930107756995693e-03
3.117004859099850242e-02 7.585711378523818382e-04 3.805084455330214695e-05 1.711822629431659784e-03
3.241130518393468829e-02 7.122862920825961909e-04 3.360562870441152387e-05 1.780397142004213912e-03
3.370297353213384806e-02 5.884391308988769784e-04 2.862974808765855809e-05 1.851762730924895331e-03
3.504706266855177332e-02 5.298140467013055625e-04 2.487921357139494092e-05 1.926033128870767311e-03
3.644566315224449793e-02 4.131742500254349110e-04 2.007221905570198030e-05 2.003326930358231579e-03
3.790095033832100585e-02 3.328182333976014004e-04 1.705204508195532178e-05 2.083767819706206382e-03
3.941518774180566981e-02 2.835563759343299648e-04 1.450740712287930194e-05 2.167484811031157935e-03
4.099073057255515212e-02 2.624958571254016465e-04 1.335677066845177484e-05 2.254612503699180478e-03
4.263002939236209404e-02 2.016149627499213138e-04 1.078892051704877803e-05 2.345291352577823056e-03
4.433563392685722221e-02 1.909161329920727442e-04 9.991590051680689007e-06 2.439667955242471459e-03
4.611019703108022727e-02 1.309298497045079330e-04 7.750504850825619288e-06 2.537895357294892972e-03
4.795647881815976593e-02 1.375210593925176375e-04 7.514392502338832356e-06 2.640133377438908923e-03
4.987735095066129359e-02 1.112343587047568690e-04 6.484165426811441733e-06 2.746548953782522711e-03
5.187580110998533944e-02 8.370859861139044267e-05 5.446181929996235720e-06 2.857316513531961682e-03
5.395493762980538288e-02 7.573751610202836596e-05 4.964252307869203138e-06 2.972618367456928822e-03
5.611799435832253574e-02 6.588007916876859971e-05 4.417226064728407179e-06 3.092645133338694455e-03
5.836833565408716673e-02 6.028258749965285229e-05 4.226896570720351735e-06 3.217596187530246191e-03
5.853390052865637544e-02 5.289332740629293730e-05 6.646898947849690448e-06 3.132999655342979563e-03
6.086983056684205223e-02 4.377832503389182347e-05 5.343588070830298217e-06 3.259171186153683990e-03
6.330043603383637973e-02 4.746207914650151416e-05 4.530906182607927278e-06 3.390539501579559276e-03
6.582949743788635288e-02 3.333595400799137790e-05 3.669113838476130517e-06 3.527324876817655025e-03
6.846094842360515853e-02 4.031135660789770565e-05 3.587584650081409370e-06 3.669758005176274734e-03
7.119888188906833837e-02 2.763009105271089792e-05 2.831203010028809503e-06 3.818080604297291198e-03
7.404755635137148795e-02 2.301205392315213994e-05 2.318713214256806626e-06 3.972546070088042551e-03
7.701140257280547630e-02 2.344036631817893494e-05 2.243497472314025534e-06 4.133420183170021314e-03
8.009503045028759649e-02 2.713533341205487558e-05 2.113605768311920028e-06 4.300981872835728768e-03
8.330323618489275661e-02 1.947452699654330106e-05 1.779688980546041195e-06 4.475524044555482389e-03
8.664100974473201711e-02 1.942608877060061830e-05 1.600251283166380718e-06 4.657354477585746826e-03
9.011354262347390232e-02 1.703219096969131263e-05 1.431712088240591031e-06 4.846796799554783930e-03
9.372623591473171201e-02 1.932278318794278493e-05 1.344099838966669383e-06 5.044191546293315224e-03
9.748470871819743533e-02 1.557232385466503891e-05 1.197833783463851585e-06 5.249897315895050466e-03
1.013948068675046416e-01 1.699993211097359521e-05 1.134463978887436299e-06 5.464292026056789472e-03
1.054626120410033924e-01 1.401428003433633477e-05 1.017707303907356023e-06 5.687774287256335513e-03
1.096944512014846468e-01 1.528785479977782339e-05 9.618406366922000557e-07 5.920764901537325063e-03
1.140969064512536990e-01 1.413709428518593141e-05 8.768767886815933270e-07 6.163708502794105343e-03
1.186768252636629939e-01 1.391034935113959571e-05 8.123716177922646476e-07 6.417075351563091522e-03
1.234413311338686120e-01 1.104242887128940040e-05 7.312091360765446570e-07 6.681363301709281749e-03
1.283978346583372898e-01 1.153033250703921406e-05 6.830934522166136806e-07 6.957099956977807337e-03
1.335540450635997467e-01 7.683622294579213187e-06 6.068756652042602911e-07 7.244845037652897918e-03
1.389179821953382410e-01 7.292485120341029309e-06 5.663880384830275342e-07 7.545192979310800033e-03
1.444979889951399088e-01 6.400099492946274073e-06 5.295002716146532702e-07 7.858775788481899699e-03
1.503027444634165710e-01 6.225323534810654957e-06 5.005012530165034915e-07 8.186266181494010127e-03
1.563412771860673289e-01 4.244808113795114587e-06 4.526550786476810076e-07 8.528381038222603711e-03
1.626229793433897897e-01 2.529668690726433064e-06 4.229894127450894506e-07 8.885885199793852954e-03
1.691576213459416722e-01 1.684395352445518786e-06 3.979864482835126328e-07 9.259595650369352796e-03
1.759553670125147129e-01 1.014031512556836826e-06 3.801345593101558017e-07 9.650386118448447612e-03
1.830267894030307152e-01 1.484140377910696306e-06 3.796230956850480186e-07 1.005919214372272968e-02
1.903828872283035156e-01 4.787869839326838359e-07 3.632519672014219089e-07 1.048701665262213693e-02
1.980351019887924002e-01 -5.097190216769186980e-07 3.548888154227940732e-07 1.093493609802184165e-02
2.059953357643689587e-01 -2.135355473097412793e-08 3.610407171548726316e-07 1.140410721475388148e-02
2.142759696697979221e-01 -1.542711046256607001e-07 3.676002933081155272e-07 1.189577445043393453e-02
2.228898832503849459e-01 2.378383809252863944e-07 3.860176216531287465e-07 1.241127814549137544e-02
2.318504743732843487e-01 1.341599538936401290e-06 4.013477333333186475e-07 1.295206351516273169e-02
2.411716800993563836e-01 6.074270370750940555e-07 4.211688512311948568e-07 1.351969052528211555e-02
2.508679984161073517e-01 1.171037963142667511e-06 4.493471095865771239e-07 1.411584473729208568e-02
2.609545107415874865e-01 1.628205238934745621e-06 4.440084814803263503e-07 1.474234920434227408e-02
2.714469054097465861e-01 1.427352964874336351e-06 4.503890604356863020e-07 1.540117751725594147e-02
2.823615020415153332e-01 1.937820729524990195e-06 4.518684337706150798e-07 1.609446809358139677e-02
2.937152768852486773e-01 -3.230960039495027393e-07 4.353119191775189660e-07 1.682453981548012387e-02
3.055258893955586919e-01 9.267857301332295721e-07 4.497667158510640615e-07 1.759390913554588834e-02
3.178117094610951598e-01 8.037009313026642670e-07 4.654122858957473608e-07 1.840530874225664373e-02
3.305918461187418167e-01 -3.925433425562420297e-07 4.811890578861634905e-07 1.926170793804772227e-02
